,Contact ID,Average Pageviews,Number of Pageviews,Number of Sessions,IP Country,url0,url1,url2,url3
197938,7217551,0,1,2,germany,3,2,0,0
197940,9210301,1,6,4,china,3,3,3,0
197942,11594651,1,5,5,tunisia,6,0,0,0
197943,11636351,1,1,1,portugal,4,0,0,0
197944,11637751,2,2,1,united states,4,0,0,0
197945,13135501,1,9,5,united states,7,9,9,7
197948,5284851,2,2,1,united states,3,0,0,0
197952,5343901,5,22,4,germany,6,7,3,7
197963,7328151,1,16,9,colombia,6,6,7,2
197980,5396701,1,1,1,sweden,5,0,0,0
197983,5421951,7,21,3,canada,3,9,9,9
197993,13173151,1,2,2,hong kong,5,0,0,0
197994,13175701,1,3,2,russian federation,5,0,0,0
197995,13187101,2,23,9,united states,3,3,7,3
197996,13193851,1,1,1,australia,5,0,0,0
197997,13200851,2,2,1,singapore,5,0,0,0
197998,433320,1,1,1,united states,8,0,0,0
198004,433772,1,1,1,united states,5,0,0,0
198018,9004601,3,3,1,united states,3,5,0,0
198020,11668251,1,1,1,india,5,0,0,0
198021,11675351,8,8,1,pakistan,6,9,9,9
198022,11682601,1,2,2,germany,4,0,0,0
198030,434049,1,1,1,russian federation,3,0,0,0
198049,9292551,2,8,4,united states,6,6,2,4
198051,13212651,4,4,1,united states,3,5,0,0
198055,2708901,8,8,1,canada,4,2,2,2
198060,2758351,2,14,7,norway,5,2,5,0
198063,5019701,2,6,3,italy,3,7,3,3
198069,11694001,2,10,4,china,6,7,5,0
198070,11696051,0,0,1,germany,5,0,0,0
198071,13244201,9,9,1,germany,7,5,0,0
198078,8693651,2,2,1,india,6,3,0,0
198079,8700151,1,5,4,united states,3,0,0,0
198083,9361001,3,3,1,united states,2,4,3,0
198085,9404501,1,6,4,united states,5,1,0,0
198087,11698201,1,6,4,sweden,5,0,0,0
198088,11715751,3,3,1,united kingdom,6,5,0,0
198089,13245651,5,5,1,united kingdom,6,11,0,0
198090,13247301,0,0,1,russian federation,14,0,0,0
198091,13265651,2,14,5,singapore,5,2,2,2
198092,13271251,1,1,1,india,5,0,0,0
198093,18694051,1,1,1,united states,5,0,0,0
198097,2812501,1,1,1,ukraine,3,0,0,0
198098,2815851,5,10,2,united states,3,6,0,0
198100,11349001,2,5,2,kenya,3,5,0,0
198101,11729051,0,0,1,united states,4,0,0,0
198102,11775751,2,5,2,germany,3,3,3,5
198103,11796851,1,3,3,united states,4,0,0,0
198113,6317654,1,2,2,singapore,3,0,0,0
198120,7495151,0,0,1,morocco,5,0,0,0
198126,9024901,1,2,2,switzerland,3,0,0,0
198128,434612,1,1,1,india,3,0,0,0
198133,6318566,1,1,1,united states,3,0,0,0
198150,13271751,6,6,1,canada,6,3,7,5
198152,6340151,5,5,1,united states,2,4,2,9
198166,6395757,2,5,2,france,4,2,3,0
198169,11805601,0,0,1,united states,4,0,0,0
198170,11810551,3,3,1,china,5,0,0,0
198171,11818901,1,5,4,south africa,7,4,0,0
198172,11831751,0,0,1,france,3,0,0,0
198182,7544501,1,4,3,spain,3,3,0,0
198185,7568401,2,4,2,united states,6,3,2,3
198187,9088451,3,6,2,india,6,5,0,0
198191,9132851,0,1,2,canada,3,0,0,0
198192,9177051,3,3,1,india,2,5,0,0
198195,11838201,1,1,1,united states,4,0,0,0
198196,11841651,0,0,1,united kingdom,5,0,0,0
198199,2866302,2,2,1,sweden,2,3,0,0
198216,11370901,0,0,1,sweden,5,0,0,0
198217,19933701,1,4,3,united states,2,4,3,4
198227,6403051,1,26,18,singapore,3,4,3,7
198233,9453951,2,8,4,algeria,5,0,0,0
198234,11383651,1,7,4,turkey,7,6,5,0
198235,11394101,0,0,1,united kingdom,5,0,0,0
198236,11395101,3,19,5,united states,5,4,9,8
198237,11399101,2,10,5,india,9,3,6,7
198238,11405051,2,8,3,canada,3,3,3,6
198239,11845501,0,0,1,spain,5,0,0,0
198240,11858151,1,2,2,united states,3,5,0,0
198241,11862501,2,2,1,portugal,5,0,0,0
198242,13274851,1,7,4,india,3,5,0,0
198243,13282251,1,5,3,sweden,3,3,2,4
198244,5032901,0,0,1,united states,5,0,0,0
198258,5475951,1,12,7,singapore,6,5,3,0
198263,9199401,1,19,15,germany,6,14,7,5
198268,11407951,2,7,3,united states,7,5,0,0
198269,11412451,1,1,1,spain,5,0,0,0
198270,18701151,2,19,8,china,2,3,2,4
198273,2941001,2,2,1,south korea,4,3,0,0
198290,13287501,0,0,1,united states,5,0,0,0
198292,19962951,2,15,6,japan,4,0,0,0
198293,19963601,2,2,1,united states,7,5,0,0
198305,11424401,0,0,1,dominican republic,5,0,0,0
198306,18706951,1,1,1,united states,5,0,0,0
198308,19966801,1,3,2,israel,2,5,0,0
198309,19976251,2,2,1,netherlands,5,0,0,0
198310,19980001,5,5,1,india,7,3,7,0
198311,19980351,3,6,2,netherlands,5,3,6,4
198312,19985601,1,1,1,colombia,4,0,0,0
198320,11427651,1,1,1,united states,5,0,0,0
198321,11430551,7,7,1,japan,9,9,8,9
198322,11434851,1,3,3,united states,3,5,0,0
198323,11446951,4,8,2,japan,2,4,7,4
198324,11447751,1,1,1,spain,5,0,0,0
198325,11453551,1,1,1,spain,7,0,0,0
198326,11462051,1,1,1,united kingdom,4,0,0,0
198327,11463751,1,1,1,germany,3,0,0,0
198328,11921801,1,1,1,thailand,5,0,0,0
198329,13307101,3,27,7,germany,5,6,3,7
198330,13307751,1,3,3,germany,5,0,0,0
198331,18717501,1,7,4,india,3,3,3,7
198332,18728051,3,3,1,india,6,5,0,0
198333,18740351,1,1,1,india,5,0,0,0
198334,18742101,1,3,2,spain,5,0,0,0
198335,19987401,4,4,1,india,3,3,6,5
198343,18760751,4,4,1,switzerland,7,5,0,0
198344,18762651,2,2,1,turkey,5,0,0,0
198345,18765901,0,0,1,united kingdom,5,0,0,0
198353,3024251,1,4,3,india,3,0,0,0
198355,3059001,1,1,1,united states,4,0,0,0
198358,3114951,1,1,1,canada,3,0,0,0
198369,11925551,1,1,1,united states,7,0,0,0
198370,11934751,2,7,3,italy,7,0,0,0
198371,11953451,1,3,2,viet nam,5,0,0,0
198372,11958001,2,4,2,ukraine,5,0,0,0
198373,11990651,1,1,1,united kingdom,5,0,0,0
198374,13314951,1,7,7,netherlands,5,0,0,0
198376,19990551,1,6,4,denmark,7,5,2,4
198377,19999551,4,4,1,united states,5,7,5,0
198382,7711451,1,2,2,united states,3,0,0,0
198386,11998501,3,7,2,pakistan,4,5,7,6
198387,12011401,1,1,1,united states,5,0,0,0
198388,13328301,1,7,5,united states,2,4,2,0
198389,13329201,0,0,2,romania,5,0,0,0
198391,13330751,1,1,1,philippines,5,0,0,0
198396,13353901,0,0,1,hong kong,5,0,0,0
198397,13363001,1,1,1,india,2,0,0,0
198398,13379601,1,1,1,germany,5,0,0,0
198399,18802451,1,7,5,canada,3,4,2,0
198400,20010251,3,15,4,united states,7,18,11,8
198403,5623001,2,14,7,united states,3,7,5,0
198410,9338551,1,5,5,ireland,3,5,0,0
198417,9381401,5,25,5,turkey,6,7,3,7
198418,9392951,3,3,1,italy,3,0,0,0
198419,9405401,2,29,12,new zealand,3,7,3,6
198420,11470601,1,1,1,hong kong,5,0,0,0
198421,11471301,2,2,1,netherlands,3,0,0,0
198422,11484401,1,1,1,united states,5,0,0,0
198423,12016601,3,3,1,united states,2,5,0,0
198435,3256401,2,5,2,austria,4,3,0,0
198444,11485001,1,1,1,united kingdom,5,0,0,0
198445,11490101,3,7,2,united states,9,1,4,7
198446,12021451,1,1,1,united states,5,0,0,0
198450,4637901,2,9,4,mexico,3,4,3,4
198456,6451001,0,0,1,germany,5,0,0,0
198460,8847501,2,14,5,netherlands,5,8,6,2
198464,13382101,5,5,1,united states,5,7,3,6
198465,18810151,0,1,2,united states,5,0,0,0
198473,9522251,1,1,1,united states,3,0,0,0
198477,11520551,2,4,2,viet nam,5,0,0,0
198478,11522251,1,1,1,china,5,0,0,0
198479,11522601,1,1,1,united states,5,0,0,0
198480,11523351,2,2,1,taiwan province of china,5,0,0,0
198481,11536551,1,1,1,germany,5,0,0,0
198482,11555501,2,2,1,netherlands,4,0,0,0
198483,11566802,1,2,2,united states,5,0,0,0
198484,11583101,1,1,1,colombia,5,0,0,0
198485,11583501,1,3,2,poland,4,3,4,0
198486,11585201,3,3,1,turkey,7,5,0,0
198487,11589801,2,14,6,india,3,7,3,7
198488,11592951,3,3,1,india,5,0,0,0
198489,11598351,1,3,3,united states,3,5,0,0
198494,5661804,5,16,3,colombia,3,6,3,6
198499,9545601,1,1,1,united states,3,0,0,0
198501,12024501,4,4,1,israel,5,7,4,5
198502,12044401,1,1,1,germany,11,0,0,0
198503,12047301,3,3,1,norway,7,5,0,0
198511,20056251,2,2,1,india,14,4,0,0
198512,20056651,3,19,6,russian federation,6,3,7,2
198517,3366601,9,9,1,india,6,7,3,7
198523,5662455,1,1,1,colombia,5,0,0,0
198534,19257014,2,6,3,kenya,9,6,4,0
198537,20067101,1,1,1,india,5,0,0,0
198538,20093251,1,1,1,denmark,5,0,0,0
198547,5119351,2,2,1,canada,8,8,0,0
198548,5140851,1,1,1,colombia,3,0,0,0
198551,8847801,2,4,2,poland,5,0,0,0
198552,9574101,2,6,3,singapore,6,3,5,7
198554,18824751,2,5,2,united states,5,0,0,0
198555,18830601,0,0,1,united states,5,0,0,0
198556,18843401,3,3,1,india,14,0,0,0
198557,18870551,1,1,1,united kingdom,5,0,0,0
198558,18896801,1,5,4,colombia,4,0,0,0
198561,20115501,2,17,6,united states,7,6,7,6
198567,13403701,0,0,1,france,3,0,0,0
198568,13410151,1,5,4,brazil,3,3,3,6
198569,13429801,1,1,1,paraguay,5,0,0,0
198570,13431401,2,46,17,sweden,5,0,0,0
198571,13434851,3,11,3,germany,6,7,5,0
198572,13442051,4,4,1,united states,7,4,0,0
198574,19257458,6,6,1,kenya,7,6,7,5
198580,20160901,3,3,1,india,7,5,0,0
198581,20166201,2,2,1,united states,5,0,0,0
198582,20184951,2,4,2,romania,5,7,5,0
198583,20189051,1,1,1,united states,5,0,0,0
198584,20197751,1,3,2,france,7,5,0,0
198598,9507151,1,3,2,united states,2,3,3,0
198603,12064551,1,5,5,slovakia (slovak republic),5,0,5,3
198604,13444051,4,8,2,poland,5,0,0,0
198605,13450301,1,1,1,united states,5,0,0,0
198606,13465501,1,5,3,india,9,6,5,0
198607,13475301,1,4,4,bulgaria,4,2,4,0
198616,5344701,1,1,1,united states,3,0,0,0
198622,6456201,1,5,3,sweden,4,5,0,0
198624,13481751,1,1,1,germany,5,0,0,0
198625,13483251,1,1,1,india,7,0,0,0
198628,19284801,1,1,1,finland,5,0,0,0
198629,19285751,2,6,3,india,5,0,0,0
198630,19290401,1,6,4,china,3,4,6,7
198632,435045,0,0,1,israel,5,0,0,0
198637,7870951,2,5,2,united states,3,0,0,0
198642,7901100,1,1,1,united kingdom,3,0,0,0
198647,13492251,1,1,1,south korea,5,0,0,0
198649,18903451,4,4,1,hong kong,5,3,5,0
198650,20230451,3,6,2,taiwan province of china,6,4,7,5
198651,20243301,1,1,1,india,5,0,0,0
198652,20252851,1,1,1,russian federation,5,0,0,0
198653,20261801,3,3,1,singapore,7,5,0,0
198654,20267051,23,23,1,united states,2,2,2,2
198663,9580301,2,10,5,united states,2,2,5,6
198666,9601501,2,2,1,brazil,7,5,0,0
198667,9604701,1,8,7,india,6,7,3,0
198676,12069951,1,5,3,united states,3,4,0,0
198677,12078951,1,5,3,india,6,7,5,0
198678,12081351,1,3,2,united states,5,0,0,0
198679,18905401,1,1,1,poland,5,0,0,0
198682,7904628,1,1,1,viet nam,3,0,0,0
198690,18937151,1,1,1,united states,2,0,0,0
198691,18939651,1,1,1,france,5,0,0,0
198692,18986651,1,1,1,china,5,0,0,0
198693,18994601,1,1,1,china,5,0,0,0
198694,19006951,1,1,1,china,5,0,0,0
198695,19008201,2,2,1,united states,5,0,0,0
198696,20274851,3,3,1,united kingdom,5,0,0,0
198697,20288451,4,4,1,india,6,3,6,7
198698,20305951,4,9,2,india,5,7,2,4
198699,20326501,1,2,2,united states,3,7,0,0
198700,20328851,3,3,1,united states,5,0,0,0
198701,20342501,4,4,1,canada,4,0,0,0
198704,6464551,1,5,3,united states,3,2,4,3
198705,6467701,2,4,2,india,3,0,0,0
198708,6478851,0,0,1,united states,15,0,0,0
198710,6484451,1,2,2,united states,3,3,0,0
198713,12083301,1,1,1,united states,7,0,0,0
198714,12098651,1,2,2,argentina,3,0,0,0
198715,13524201,1,1,1,india,5,0,0,0
198716,13532301,4,4,1,chile,4,2,5,0
198717,13534051,3,17,5,united states,5,7,5,7
198727,19015651,4,4,1,united states,3,5,0,0
198728,3584801,2,20,7,sweden,6,7,6,5
198730,5664751,1,1,1,united states,5,0,0,0
198739,5812201,2,10,5,united states,7,2,4,0
198758,4807851,1,27,14,united states,3,6,7,3
198766,9624801,1,1,1,united states,5,0,0,0
198773,11630001,1,7,4,india,6,7,5,0
198775,19292301,1,5,3,austria,5,0,0,0
198776,19296201,1,1,1,united states,2,0,0,0
198791,6523401,1,9,9,united states,3,7,3,3
198796,9687151,1,1,1,india,5,0,0,0
198797,19020151,1,1,1,spain,4,0,0,0
198798,19022701,2,4,2,india,3,5,0,0
198799,19023501,1,1,1,nigeria,5,0,0,0
198802,20345301,1,1,1,brazil,5,0,0,0
198803,20353151,5,11,2,india,3,4,1,2
198804,3590401,1,2,2,canada,3,3,0,0
198815,9699151,1,2,2,thailand,5,0,0,0
198816,9704351,1,3,2,united states,5,0,0,0
198818,19035404,1,12,10,nigeria,2,4,3,0
198826,19298051,2,2,1,china,5,0,0,0
198827,20414901,2,8,4,peru,6,3,7,6
198828,20415051,1,3,2,france,4,6,0,0
198829,20423201,1,1,1,germany,5,0,0,0
198830,20426701,2,2,1,united kingdom,5,0,0,0
198837,12103351,2,2,1,india,5,0,0,0
198838,12116701,3,3,1,united states,7,5,0,0
198839,12119151,0,0,1,israel,4,0,0,0
198847,19054951,1,3,2,kenya,1,0,0,0
198848,19302501,4,4,1,germany,2,0,0,0
198849,19320051,1,1,1,united states,4,0,0,0
198850,19330251,1,1,1,united states,5,0,0,0
198851,19330401,1,2,2,united kingdom,5,0,0,0
198852,19343001,2,4,2,france,3,7,3,0
198853,19352101,1,3,2,south korea,2,5,0,0
198854,19355951,4,4,1,united states,6,7,5,0
198855,19366301,7,7,1,singapore,9,9,9,2
198856,19378651,2,13,6,france,7,3,7,6
198857,19382151,1,24,13,singapore,2,4,2,4
198858,19398351,1,1,1,germany,5,0,0,0
198859,20426951,2,6,3,italy,5,7,6,7
198862,8000801,1,2,2,india,5,0,0,0
198869,8031401,2,2,1,iraq,5,0,0,0
198872,8031754,1,8,6,saudi arabia,14,7,3,7
198883,8054348,1,3,3,turkey,4,3,0,0
198887,12122451,1,1,1,india,5,0,0,0
198893,19404151,2,7,3,estonia,5,1,4,1
198894,19413201,1,4,3,india,3,3,0,0
198895,20442501,0,0,1,india,5,0,0,0
198896,20446351,0,2,3,india,3,5,0,0
198897,20469751,1,1,1,russian federation,5,0,0,0
198898,20497301,2,16,7,ukraine,5,7,5,7
198900,20506352,1,3,2,italy,3,0,0,0
198908,20514051,3,9,3,united kingdom,3,6,3,6
198919,19444101,2,2,1,brazil,4,0,0,0
198920,19473301,0,0,1,india,4,0,0,0
198921,19475251,1,2,2,uganda,5,0,0,0
198922,20518751,4,4,1,united states,4,0,0,0
198923,20522051,2,2,1,india,5,0,0,0
198924,20528851,1,2,2,canada,5,0,0,0
198925,20541601,2,10,5,hong kong,3,3,3,2
198926,20550801,2,2,1,united kingdom,2,0,0,0
198927,20558651,2,2,1,ireland,5,0,0,0
198928,20586251,3,3,1,united states,14,5,0,0
198929,20586751,0,0,1,united states,3,0,0,0
198930,435166,2,5,2,united states,4,0,0,0
198932,3690701,1,6,4,united states,6,7,5,0
198951,9692501,1,1,1,south africa,3,0,0,0
198952,12129801,1,2,2,hong kong,5,0,0,0
198953,12133451,2,2,1,canada,5,0,0,0
198954,12134351,4,4,1,pakistan,3,5,0,0
198955,19487401,5,5,1,united kingdom,7,9,1,4
198964,3743751,1,7,4,libyan arab jamahiriya,3,3,2,3
198967,3788701,0,1,2,united states,3,3,0,0
198977,3927251,5,16,3,canada,13,2,2,2
198979,3954851,1,5,3,brazil,7,3,0,0
198980,3957701,2,2,1,india,3,5,0,0
198982,11635601,2,2,1,colombia,5,0,0,0
198992,13561601,1,3,3,dominican republic,3,3,7,0
198993,19096601,1,2,2,united states,5,0,0,0
198994,20603251,1,1,1,united states,5,0,0,0
199011,12137351,7,15,2,mexico,6,3,6,1
199015,12173752,4,4,1,austria,3,6,3,5
199016,19488851,1,12,7,new zealand,5,0,0,0
199017,19494651,1,7,4,italy,4,3,3,3
199018,19503901,0,0,1,india,4,0,0,0
199019,20615701,4,8,2,india,1,1,2,2
199020,20620801,2,2,1,ukraine,5,0,0,0
199029,6547901,2,12,5,india,5,0,0,0
199032,9726401,2,8,3,united states,2,2,2,2
199036,11653901,1,1,1,taiwan province of china,5,0,0,0
199037,11662801,10,10,1,united states,5,7,3,2
199038,11671951,1,9,6,india,5,0,0,0
199039,12177501,2,2,1,egypt,3,5,0,0
199040,13593451,0,0,1,united states,4,0,0,0
199041,13602001,1,8,5,united states,6,3,5,0
199042,19097451,3,3,1,india,2,6,5,0
199045,3961151,1,14,14,united states,3,3,3,3
199046,6547951,1,4,3,japan,3,3,2,0
199049,8915601,1,7,4,sri lanka,3,7,3,3
199064,11694201,2,2,1,japan,4,15,0,0
199065,11696351,2,2,1,singapore,5,0,0,0
199066,12179801,1,1,1,spain,5,0,0,0
199067,19115551,1,1,1,united states,5,0,0,0
199068,19135151,1,2,2,india,3,7,0,0
199073,3964651,1,1,1,united states,3,0,0,0
199074,3972651,1,2,2,india,3,3,0,0
199075,3985901,2,2,1,united states,3,3,0,0
199078,4110051,1,1,1,iran (islamic republic of),3,0,0,0
199081,4131201,1,2,2,israel,5,0,0,0
199086,9926551,2,10,5,italy,8,5,0,0
199087,9926951,1,4,3,norway,4,1,0,0
199088,13612551,14,14,1,united states,2,1,6,7
199089,19135951,1,9,6,canada,6,3,3,3
199090,19145651,2,2,1,india,6,5,0,0
199091,19153101,2,2,1,india,5,0,0,0
199092,19160001,1,6,5,india,6,2,4,5
199093,20623401,2,4,2,canada,8,0,0,0
199099,19171601,0,0,1,singapore,2,0,0,0
199100,19181751,1,1,1,india,1,0,0,0
199101,19216101,3,6,2,sri lanka,3,6,5,0
199102,19230801,1,1,1,india,5,0,0,0
199103,19235651,1,1,1,united kingdom,5,0,0,0
199104,19238001,2,2,1,norway,5,0,0,0
199105,19245701,0,0,1,poland,5,0,0,0
199120,8055370,1,1,1,turkey,3,0,0,0
199126,12201651,2,2,1,india,5,0,0,0
199127,12236551,6,13,2,indonesia,3,8,14,2
199128,12238501,1,2,2,jordan,7,6,0,0
199129,12241801,3,11,3,slovakia (slovak republic),3,6,7,6
199130,12252101,1,1,1,india,5,0,0,0
199131,12257501,1,1,1,ghana,5,0,0,0
199132,12265951,9,19,2,germany,4,1,9,9
199133,12266751,1,1,1,united states,5,0,0,0
199156,19525051,3,3,1,united states,5,3,5,0
199157,19546151,0,0,1,united states,3,0,0,0
199158,19548751,2,4,2,united states,5,0,0,0
199166,5892601,0,0,2,india,5,0,0,0
199177,13643301,1,12,9,india,3,7,11,3
199178,13661051,2,2,1,united kingdom,3,5,0,0
199179,13665351,2,2,1,france,7,5,0,0
199181,435929,2,2,1,united kingdom,2,4,0,0
199184,435964,4,14,3,united states,5,6,3,6
199187,435975,2,2,1,united states,14,3,0,0
199207,11714301,1,1,1,serbia,5,0,0,0
199208,20639401,3,36,10,india,7,6,3,3
199212,436205,3,6,2,india,3,6,9,0
199215,436358,1,1,1,singapore,5,0,0,0
199231,9799351,1,1,1,united states,3,0,0,0
199233,9943351,1,14,14,united states,3,3,3,3
199234,9947751,0,0,1,united states,13,0,0,0
199235,13686051,2,2,1,pakistan,5,0,0,0
199237,4913001,2,2,1,portugal,3,0,0,0
199242,6656751,1,3,2,germany,3,0,0,0
199244,8194151,1,3,2,china,14,4,3,0
199248,8223751,0,0,1,united states,3,0,0,0
199250,8282651,2,4,2,united states,2,4,3,0
199252,9822051,2,2,1,germany,3,3,0,0
199253,11726051,1,1,1,united states,5,0,0,0
199273,8304151,3,38,10,india,6,7,6,7
199275,11736301,1,2,2,united kingdom,4,0,0,0
199276,11751501,0,0,1,united states,3,0,0,0
199277,11762801,1,1,1,united states,4,0,0,0
199278,11813151,4,4,1,singapore,5,4,5,0
199279,11816201,2,2,1,germany,7,3,0,0
199280,11818851,2,8,3,netherlands,6,7,0,0
199281,11836251,0,0,1,spain,5,0,0,0
199282,11837651,0,0,1,greece,5,0,0,0
199283,11845151,1,1,1,peru,5,0,0,0
199284,11857951,1,1,1,india,3,0,0,0
199285,13688151,1,1,1,united states,3,0,0,0
199295,9971501,1,2,2,united states,5,0,0,0
199302,13698651,8,16,2,united states,6,7,2,2
199303,13698751,2,2,1,switzerland,5,0,0,0
199304,13703201,1,1,1,india,5,0,0,0
199305,13703851,3,3,1,united states,7,3,7,0
199306,13707051,1,1,1,united states,5,0,0,0
199307,13734051,3,3,1,united states,3,6,7,0
199308,13737651,1,7,4,india,6,3,7,6
199314,9126951,1,1,1,taiwan province of china,3,0,0,0
199317,9150851,1,5,4,pakistan,3,3,7,3
199322,10063603,4,4,1,india,1,0,0,0
199323,10070551,2,4,2,spain,2,4,0,0
199324,13744651,3,3,1,india,3,5,0,0
199325,13745751,2,4,2,belgium,3,4,0,0
199326,13751201,4,4,1,turkey,6,3,5,0
199327,13756801,0,0,1,china,15,0,0,0
199328,13760101,13,13,1,brazil,9,9,9,9
199330,9839601,2,4,2,united states,3,0,0,0
199332,9861901,1,3,2,indonesia,4,0,0,0
199333,9883501,0,0,1,china,5,0,0,0
199337,10086551,2,2,1,ireland,3,0,0,0
199338,10090551,1,1,1,united states,3,0,0,0
199339,10097651,1,1,1,thailand,1,0,0,0
199340,10098251,1,5,3,united states,5,2,1,0
199341,10108051,2,2,1,united states,1,0,0,0
199346,10133551,1,1,1,australia,3,0,0,0
199347,10140651,1,1,1,united states,1,0,0,0
199348,10141201,1,3,2,viet nam,7,1,0,0
199349,20648801,3,3,1,india,6,5,0,0
199351,4282801,1,1,1,india,5,0,0,0
199353,10149451,2,13,5,india,3,3,1,0
199355,10152051,1,1,1,india,1,0,0,0
199356,10166651,1,22,13,czech republic,2,4,7,2
199357,10199051,1,3,2,peru,5,3,0,0
199360,10232651,1,1,1,pakistan,1,0,0,0
199361,10235351,0,1,2,brazil,15,0,0,0
199362,10237901,2,2,1,united kingdom,1,0,0,0
199365,13768351,6,6,1,india,6,3,5,4
199368,20649951,1,2,2,france,3,4,0,0
199372,4319751,2,14,6,germany,4,7,3,2
199375,4357251,3,9,3,new zealand,6,3,3,7
199376,20668151,5,5,1,finland,5,7,8,7
199377,20674901,2,2,1,united kingdom,5,0,0,0
199378,20677151,1,5,3,united states,6,7,3,5
199379,20678401,1,1,1,france,4,0,0,0
199380,20688301,2,2,1,denmark,5,0,0,0
199381,20701501,1,18,15,india,2,2,4,0
199382,20720251,1,3,2,united states,6,5,0,0
199383,20751451,2,2,1,india,5,0,0,0
199384,20752351,0,0,1,india,7,0,0,0
199385,20752451,2,5,2,united states,3,2,3,0
199386,20762351,0,0,1,india,4,0,0,0
199387,20779951,1,1,1,italy,7,0,0,0
199388,20781551,1,1,1,united kingdom,7,0,0,0
199393,12284951,0,1,2,argentina,1,5,0,0
199394,12289301,1,1,1,united states,3,0,0,0
199395,12296601,3,13,4,united states,3,2,2,3
199396,12307551,2,2,1,india,5,0,0,0
199397,12321151,1,2,2,united states,5,0,0,0
199398,12327601,1,1,1,united states,5,0,0,0
199399,12344451,2,4,2,austria,3,2,3,0
199400,12354351,3,3,1,india,6,2,5,0
199401,12354751,5,5,1,india,6,5,7,5
199402,19265701,2,2,1,united states,5,0,0,0
199403,19267351,3,6,2,united states,4,0,0,0
199404,19289401,1,3,2,singapore,7,5,0,0
199405,20786101,3,3,1,united states,5,0,0,0
199406,20801701,4,13,3,united states,6,3,3,3
199428,20805451,0,0,1,germany,4,0,0,0
199429,20836201,1,3,2,united states,5,0,0,0
199430,20842801,9,9,1,united states,7,6,7,5
199431,20865251,1,1,1,singapore,7,0,0,0
199432,20867001,3,3,1,china,5,0,0,0
199433,20887401,1,2,2,united states,3,0,0,0
199434,20888151,1,1,1,united states,5,0,0,0
199435,20888951,4,4,1,united states,5,4,5,0
199445,6059801,2,8,3,united kingdom,3,6,5,7
199454,19297051,4,4,1,finland,5,4,5,0
199455,19297651,1,1,1,belgium,4,0,0,0
199456,19300751,2,2,1,united states,5,0,0,0
199457,19303651,1,1,1,india,5,0,0,0
199458,19328401,3,13,4,united states,12,2,4,0
199459,19556851,2,11,5,india,7,5,0,0
199476,9241851,2,6,3,canada,3,0,0,0
199478,9246001,2,19,8,spain,3,4,0,0
199487,19329301,2,8,4,india,3,3,3,6
199488,19572101,1,1,1,india,5,0,0,0
199494,6103801,8,8,1,canada,9,1,4,6
199495,6112551,1,61,43,india,5,7,5,0
199509,19585051,2,2,1,spain,6,0,0,0
199510,19589201,5,5,1,united kingdom,5,0,0,0
199511,19589251,2,2,1,south korea,2,0,0,0
199512,19592101,2,2,1,spain,5,0,0,0
199513,19599501,2,2,1,united kingdom,2,5,0,0
199514,19601051,2,8,3,ukraine,3,6,7,6
199515,19613151,3,3,1,hong kong,5,0,0,0
199516,19613301,0,1,3,india,5,7,0,0
199519,437159,1,1,1,united states,5,0,0,0
199533,9475901,1,19,12,malaysia,6,3,6,3
199534,9480651,1,20,14,united states,8,7,8,7
199535,12375151,1,3,2,india,5,0,0,0
199536,12382051,2,2,1,peru,6,0,0,0
199537,12385251,2,4,2,netherlands,6,3,5,0
199538,12402401,7,7,1,thailand,3,6,3,6
199539,12407701,0,0,1,singapore,4,0,0,0
199540,12416451,1,3,2,belgium,5,0,0,0
199546,4982051,2,2,1,united kingdom,5,0,0,0
199549,6878101,3,3,1,united states,4,2,4,0
199550,6880601,1,5,3,pakistan,3,5,0,0
199561,9914851,1,1,1,germany,3,0,0,0
199562,13785151,7,7,1,india,3,7,3,0
199563,13792251,0,0,1,russian federation,5,0,0,0
199564,20911251,2,2,1,united states,4,0,0,0
199570,12430101,1,1,1,india,5,0,0,0
199571,12460601,0,0,1,germany,5,0,0,0
199572,12468901,1,1,1,ireland,5,0,0,0
199573,12498751,4,13,3,united kingdom,6,9,9,9
199574,12500651,7,14,2,united states,2,4,1,9
199575,20917901,0,0,1,france,5,0,0,0
199576,20919451,1,7,4,taiwan province of china,5,2,4,0
199577,20923901,12,12,1,india,7,3,7,5
199578,20950551,0,0,1,united states,4,0,0,0
199579,20959651,1,2,2,united states,7,5,0,0
